year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
2019,CNX Resources,Investor-owned Company,Oil & NGL,5.631,Million bbl/yr,2.2455183373034213
2019,CNX Resources,Investor-owned Company,Natural Gas,505.355,Bcf/yr,36.83552322130955
2020,CNX Resources,Investor-owned Company,Oil & NGL,4.941000000000001,Million bbl/yr,1.9703615884596353
2020,CNX Resources,Investor-owned Company,Natural Gas,481.426,Bcf/yr,35.09132907034099
2021,CNX Resources,Investor-owned Company,Oil & NGL,6.376,Million bbl/yr,2.542607870475335
2021,CNX Resources,Investor-owned Company,Natural Gas,551.988,Bcf/yr,40.234620795053424
2022,CNX Resources,Investor-owned Company,Oil & NGL,6.579,Million bbl/yr,2.623559783540971
2022,CNX Resources,Investor-owned Company,Natural Gas,540.696,Bcf/yr,39.411542507087475
1973,Coal India,State-owned Entity,Lignite Coal,5.333268884378512,Million tonnes/yr,7.142367646094164
1973,Coal India,State-owned Entity,Sub-Bituminous Coal,64.21156934142702,Million tonnes/yr,129.64896602728058
1973,Coal India,State-owned Entity,Bituminous Coal,2.0891605520183463,Million tonnes/yr,5.670272186328368
1973,Coal India,State-owned Entity,Metallurgical Coal,0.8987862235423466,Million tonnes/yr,2.666354558296855
1974,Coal India,State-owned Entity,Lignite Coal,5.644662128570664,Million tonnes/yr,7.559388629049818
1974,Coal India,State-owned Entity,Sub-Bituminous Coal,67.96068632489705,Million tonnes/yr,137.21877230062785
1974,Coal India,State-owned Entity,Bituminous Coal,2.2111402408767322,Million tonnes/yr,6.00134202026836
1974,Coal India,State-owned Entity,Metallurgical Coal,0.9512635999483193,Million tonnes/yr,2.8220348392384693
1975,Coal India,State-owned Entity,Lignite Coal,6.539036421,Million tonnes/yr,8.757143729764197
1975,Coal India,State-owned Entity,Sub-Bituminous Coal,78.72878712,Million tonnes/yr,158.96054171198435
1975,Coal India,State-owned Entity,Bituminous Coal,2.561486629,Million tonnes/yr,6.952230824978341
1975,Coal India,State-owned Entity,Metallurgical Coal,1.101987539,Million tonnes/yr,3.2691750505681227
1976,Coal India,State-owned Entity,Lignite Coal,6.731154665,Million tonnes/yr,9.014430425769573
1976,Coal India,State-owned Entity,Sub-Bituminous Coal,81.04185518,Million tonnes/yr,163.6308353273788
1976,Coal India,State-owned Entity,Bituminous Coal,2.636743637,Million tonnes/yr,7.15648880738971
1976,Coal India,State-owned Entity,Metallurgical Coal,1.134364161,Million tonnes/yr,3.3652240902515693
1977,Coal India,State-owned Entity,Lignite Coal,6.495618196,Million tonnes/yr,8.698997603586466
1977,Coal India,State-owned Entity,Sub-Bituminous Coal,78.20603973,Million tonnes/yr,157.90506745240668
1977,Coal India,State-owned Entity,Bituminous Coal,2.544478741,Million tonnes/yr,6.906069052403504
1977,Coal India,State-owned Entity,Metallurgical Coal,1.094670507,Million tonnes/yr,3.2474682184924033
1978,Coal India,State-owned Entity,Lignite Coal,6.545363108,Million tonnes/yr,8.765616493001042
1978,Coal India,State-owned Entity,Sub-Bituminous Coal,78.80495926,Million tonnes/yr,159.11434015192862
1978,Coal India,State-owned Entity,Bituminous Coal,2.563964934,Million tonnes/yr,6.958957289297783
1978,Coal India,State-owned Entity,Metallurgical Coal,1.103053741,Million tonnes/yr,3.272338063627625
1979,Coal India,State-owned Entity,Lignite Coal,6.713524611,Million tonnes/yr,8.990820079091325
1979,Coal India,State-owned Entity,Sub-Bituminous Coal,80.8295926,Million tonnes/yr,163.20225798056217
1979,Coal India,State-owned Entity,Bituminous Coal,2.629837551,Million tonnes/yr,7.137744729858493
1979,Coal India,State-owned Entity,Metallurgical Coal,1.131393066,Million tonnes/yr,3.3564099890906056
1980,Coal India,State-owned Entity,Lignite Coal,7.026112,Million tonnes/yr,9.409440272854688
1980,Coal India,State-owned Entity,Sub-Bituminous Coal,84.59308686,Million tonnes/yr,170.80109327555638
1980,Coal India,State-owned Entity,Bituminous Coal,2.752285014,Million tonnes/yr,7.4700841678517085
1980,Coal India,State-owned Entity,Metallurgical Coal,1.184071685,Million tonnes/yr,3.5126872797480493
1981,Coal India,State-owned Entity,Lignite Coal,7.897567752,Million tonnes/yr,10.576502632361576
1981,Coal India,State-owned Entity,Sub-Bituminous Coal,95.08525267,Million tonnes/yr,191.98572499543045
1981,Coal India,State-owned Entity,Bituminous Coal,3.093653697,Million tonnes/yr,8.396606232720492
1981,Coal India,State-owned Entity,Metallurgical Coal,1.330933289,Million tonnes/yr,3.9483694219607437
1982,Coal India,State-owned Entity,Lignite Coal,8.244169472,Million tonnes/yr,11.040675162319639
1982,Coal India,State-owned Entity,Sub-Bituminous Coal,99.25827316,Million tonnes/yr,200.4114307878304
1982,Coal India,State-owned Entity,Bituminous Coal,3.229425333,Million tonnes/yr,8.765109328645469
1982,Coal India,State-owned Entity,Metallurgical Coal,1.389344155,Million tonnes/yr,4.1216520944513615
1983,Coal India,State-owned Entity,Lignite Coal,8.650479891,Million tonnes/yr,11.58481018604529
1983,Coal India,State-owned Entity,Sub-Bituminous Coal,104.1501753,Million tonnes/yr,210.28862364984099
1983,Coal India,State-owned Entity,Bituminous Coal,3.3885862,Million tonnes/yr,9.197094049221453
1983,Coal India,State-owned Entity,Metallurgical Coal,1.457817396,Million tonnes/yr,4.324785980440555
1984,Coal India,State-owned Entity,Lignite Coal,9.383711043,Million tonnes/yr,12.56676076282807
1984,Coal India,State-owned Entity,Sub-Bituminous Coal,112.9781426,Million tonnes/yr,228.11308806188316
1984,Coal India,State-owned Entity,Bituminous Coal,3.675809221,Million tonnes/yr,9.976657259754067
1984,Coal India,State-owned Entity,Metallurgical Coal,1.581384775,Million tonnes/yr,4.691363076999625
1985,Coal India,State-owned Entity,Lignite Coal,9.718626103,Million tonnes/yr,13.015282399481395
1985,Coal India,State-owned Entity,Sub-Bituminous Coal,117.0104579,Million tonnes/yr,236.25469734978608
1985,Coal India,State-owned Entity,Bituminous Coal,3.807002931,Million tonnes/yr,10.332735228063175
1985,Coal India,State-owned Entity,Metallurgical Coal,1.637826153,Million tonnes/yr,4.8588030327587655
1986,Coal India,State-owned Entity,Lignite Coal,10.48470202,Million tonnes/yr,14.041219017839298
1986,Coal India,State-owned Entity,Sub-Bituminous Coal,126.2338699,Million tonnes/yr,254.87760037657947
1986,Coal India,State-owned Entity,Bituminous Coal,4.107091978,Million tonnes/yr,11.147218621875094
1986,Coal India,State-owned Entity,Metallurgical Coal,1.766928677,Million tonnes/yr,5.241800784992126
1987,Coal India,State-owned Entity,Lignite Coal,11.51955572,Million tonnes/yr,15.427105562388073
1987,Coal India,State-owned Entity,Sub-Bituminous Coal,138.6933168,Million tonnes/yr,280.0343505451917
1987,Coal India,State-owned Entity,Bituminous Coal,4.51246729,Million tonnes/yr,12.247463576451281
1987,Coal India,State-owned Entity,Metallurgical Coal,1.941326832,Million tonnes/yr,5.7591733296113565
1988,Coal India,State-owned Entity,Lignite Coal,12.20097905,Million tonnes/yr,16.339674579814037
1988,Coal India,State-owned Entity,Sub-Bituminous Coal,146.8975275,Million tonnes/yr,296.59939396702737
1988,Coal India,State-owned Entity,Bituminous Coal,4.77939603,Million tonnes/yr,12.971945286912174
1988,Coal India,State-owned Entity,Metallurgical Coal,2.056163327,Million tonnes/yr,6.099849236608786
1989,Coal India,State-owned Entity,Lignite Coal,12.97571984,Million tonnes/yr,17.37721528375517
1989,Coal India,State-owned Entity,Sub-Bituminous Coal,156.225263,Million tonnes/yr,315.43293557571604
1989,Coal India,State-owned Entity,Bituminous Coal,5.0828793,Million tonnes/yr,13.79564107383218
1989,Coal India,State-owned Entity,Metallurgical Coal,2.186726094,Million tonnes/yr,6.487178970660832
1990,Coal India,State-owned Entity,Lignite Coal,13.23523423,Million tonnes/yr,17.724759580323642
1990,Coal India,State-owned Entity,Sub-Bituminous Coal,159.3497683,Million tonnes/yr,321.74159436799397
1990,Coal India,State-owned Entity,Bituminous Coal,5.184536886,Million tonnes/yr,14.071553895308822
1990,Coal India,State-owned Entity,Metallurgical Coal,2.230460616,Million tonnes/yr,6.616922550430042
1991,Coal India,State-owned Entity,Lignite Coal,15.21291291,Million tonnes/yr,20.373286876552072
1991,Coal India,State-owned Entity,Sub-Bituminous Coal,183.1606532,Million tonnes/yr,369.81792452378
1991,Coal India,State-owned Entity,Bituminous Coal,5.9592378,Million tonnes/yr,16.174199879665313
1991,Coal India,State-owned Entity,Metallurgical Coal,2.563747834,Million tonnes/yr,7.605658102510417
1992,Coal India,State-owned Entity,Lignite Coal,15.98458241,Million tonnes/yr,21.406714477853278
1992,Coal India,State-owned Entity,Sub-Bituminous Coal,192.4514109,Million tonnes/yr,388.57680460986234
1992,Coal India,State-owned Entity,Bituminous Coal,6.261517978,Million tonnes/yr,16.994630307635948
1992,Coal India,State-owned Entity,Metallurgical Coal,2.693793014,Million tonnes/yr,7.991452354130027
1993,Coal India,State-owned Entity,Lignite Coal,15.91121055,Million tonnes/yr,21.308454140645694
1993,Coal India,State-owned Entity,Sub-Bituminous Coal,191.5680274,Million tonnes/yr,386.79317342695845
1993,Coal India,State-owned Entity,Bituminous Coal,6.232776584,Million tonnes/yr,16.916622168511815
1993,Coal India,State-owned Entity,Metallurgical Coal,2.681428063,Million tonnes/yr,7.954770279351414
1994,Coal India,State-owned Entity,Lignite Coal,16.28143894,Million tonnes/yr,21.804267746096357
1994,Coal India,State-owned Entity,Sub-Bituminous Coal,196.0255086,Million tonnes/yr,395.79323112050554
1994,Coal India,State-owned Entity,Bituminous Coal,6.377803312,Million tonnes/yr,17.3102448708255
1994,Coal India,State-owned Entity,Metallurgical Coal,2.743820599,Million tonnes/yr,8.13986504205442
1995,Coal India,State-owned Entity,Lignite Coal,17.00913636,Million tonnes/yr,22.778807493000542
1995,Coal India,State-owned Entity,Sub-Bituminous Coal,204.7868508,Million tonnes/yr,413.48317342983233
1995,Coal India,State-owned Entity,Bituminous Coal,6.662858649,Million tonnes/yr,18.083924685617138
1995,Coal India,State-owned Entity,Metallurgical Coal,2.86645541,Million tonnes/yr,8.5036755664603
1996,Coal India,State-owned Entity,Lignite Coal,18.38226977,Million tonnes/yr,24.617721647522462
1996,Coal India,State-owned Entity,Sub-Bituminous Coal,221.3191226,Million tonnes/yr,446.86332543258254
1996,Coal India,State-owned Entity,Bituminous Coal,7.200745675,Million tonnes/yr,19.543824854595588
1996,Coal India,State-owned Entity,Metallurgical Coal,3.097861967,Million tonnes/yr,9.190170209919485
1997,Coal India,State-owned Entity,Lignite Coal,18.98076227,Million tonnes/yr,25.419228858409713
1997,Coal India,State-owned Entity,Sub-Bituminous Coal,228.5248615,Million tonnes/yr,461.4123639848116
1997,Coal India,State-owned Entity,Bituminous Coal,7.435188557,Million tonnes/yr,20.180135430057568
1997,Coal India,State-owned Entity,Metallurgical Coal,3.198722589,Million tonnes/yr,9.489385053425247
1998,Coal India,State-owned Entity,Lignite Coal,19.11756056,Million tonnes/yr,25.60243051235199
1998,Coal India,State-owned Entity,Sub-Bituminous Coal,230.1718875,Million tonnes/yr,464.73785844180946
1998,Coal India,State-owned Entity,Bituminous Coal,7.488775502,Million tonnes/yr,20.32557784877941
1998,Coal India,State-owned Entity,Metallurgical Coal,3.221776445,Million tonnes/yr,9.557777016298967
1999,Coal India,State-owned Entity,Lignite Coal,19.16020742,Million tonnes/yr,25.65954361871789
1999,Coal India,State-owned Entity,Sub-Bituminous Coal,230.6853479,Million tonnes/yr,465.7745814286281
1999,Coal India,State-owned Entity,Bituminous Coal,7.505481232,Million tonnes/yr,20.370919522534354
1999,Coal India,State-owned Entity,Metallurgical Coal,3.228963485,Million tonnes/yr,9.579098211887763
2000,Coal India,State-owned Entity,Lignite Coal,19.71608726,Million tonnes/yr,26.403983524225243
2000,Coal India,State-owned Entity,Sub-Bituminous Coal,237.3780381,Million tonnes/yr,479.28772825357424
2000,Coal India,State-owned Entity,Bituminous Coal,7.723231781,Million tonnes/yr,20.961924785561926
2000,Coal India,State-owned Entity,Metallurgical Coal,3.322642831,Million tonnes/yr,9.857008959385553
2001,Coal India,State-owned Entity,Lignite Coal,20.56240696,Million tonnes/yr,27.53738342859487
2001,Coal India,State-owned Entity,Sub-Bituminous Coal,247.5675705,Million tonnes/yr,499.86131574739636
2001,Coal India,State-owned Entity,Bituminous Coal,8.054754112,Million tonnes/yr,21.861722482201344
2001,Coal India,State-owned Entity,Metallurgical Coal,3.465268396,Million tonnes/yr,10.280124395966892
2002,Coal India,State-owned Entity,Lignite Coal,21.374168,Million tonnes/yr,28.62450202586608
2002,Coal India,State-owned Entity,Sub-Bituminous Coal,257.341023,Million tonnes/yr,519.594800291345
2002,Coal India,State-owned Entity,Bituminous Coal,8.372739041,Million tonnes/yr,22.724777787758576
2002,Coal India,State-owned Entity,Metallurgical Coal,3.60206998,Million tonnes/yr,10.685962311064223
2003,Coal India,State-owned Entity,Lignite Coal,22.52636866,Million tonnes/yr,30.167540806434015
2003,Coal India,State-owned Entity,Sub-Bituminous Coal,271.2133056,Million tonnes/yr,547.6041935202362
2003,Coal India,State-owned Entity,Bituminous Coal,8.82408178,Million tonnes/yr,23.949784729891615
2003,Coal India,State-owned Entity,Metallurgical Coal,3.796243968,Million tonnes/yr,11.262002179550354
2004,Coal India,State-owned Entity,Lignite Coal,23.79253941,Million tonnes/yr,31.863209484553664
2004,Coal India,State-owned Entity,Sub-Bituminous Coal,286.4577668,Million tonnes/yr,578.3841394473305
2004,Coal India,State-owned Entity,Bituminous Coal,9.320069142,Million tonnes/yr,25.29596338562103
2004,Coal India,State-owned Entity,Metallurgical Coal,4.009624701,Million tonnes/yr,11.895021105724926
2005,Coal India,State-owned Entity,Lignite Coal,25.24915046,Million tonnes/yr,33.81391773909831
2005,Coal India,State-owned Entity,Sub-Bituminous Coal,303.995094,Million tonnes/yr,613.7935892035321
2005,Coal India,State-owned Entity,Bituminous Coal,9.890656229,Million tonnes/yr,26.844616066320224
2005,Coal India,State-owned Entity,Metallurgical Coal,4.255099283,Million tonnes/yr,12.623250192372554
2006,Coal India,State-owned Entity,Lignite Coal,26.53737993,Million tonnes/yr,35.53912767820777
2006,Coal India,State-owned Entity,Sub-Bituminous Coal,319.5051381,Million tonnes/yr,645.1097710260059
2006,Coal India,State-owned Entity,Bituminous Coal,10.39528449,Million tonnes/yr,28.2142473232474
2006,Coal India,State-owned Entity,Metallurgical Coal,4.472197449,Million tonnes/yr,13.267297318763244
2007,Coal India,State-owned Entity,Lignite Coal,27.90134434,Million tonnes/yr,37.36576261516785
2007,Coal India,State-owned Entity,Sub-Bituminous Coal,335.927017,Million tonnes/yr,678.2670297793222
2007,Coal India,State-owned Entity,Bituminous Coal,10.92957982,Million tonnes/yr,29.664399129941824
2007,Coal India,State-owned Entity,Metallurgical Coal,4.702058807,Million tonnes/yr,13.949207948483446
2008,Coal India,State-owned Entity,Lignite Coal,29.68589509,Million tonnes/yr,39.75565103368481
2008,Coal India,State-owned Entity,Sub-Bituminous Coal,357.4126775,Million tonnes/yr,721.6485215697903
2008,Coal India,State-owned Entity,Bituminous Coal,11.62862821,Million tonnes/yr,31.56171364647584
2008,Coal India,State-owned Entity,Metallurgical Coal,5.002799247,Million tonnes/yr,14.841389673185212
2009,Coal India,State-owned Entity,Lignite Coal,31.71015064,Million tonnes/yr,42.466554545430654
2009,Coal India,State-owned Entity,Sub-Bituminous Coal,381.7843392,Million tonnes/yr,770.8571108034615
2009,Coal India,State-owned Entity,Bituminous Coal,12.42157432,Million tonnes/yr,33.713879629337455
2009,Coal India,State-owned Entity,Metallurgical Coal,5.343935807,Million tonnes/yr,15.853411217276957
2010,Coal India,State-owned Entity,Lignite Coal,31.71456239,Million tonnes/yr,42.47246280566388
2010,Coal India,State-owned Entity,Sub-Bituminous Coal,381.8374558,Million tonnes/yr,770.9643580229192
2010,Coal India,State-owned Entity,Bituminous Coal,12.4233025,Million tonnes/yr,33.718570150119824
2010,Coal India,State-owned Entity,Metallurgical Coal,5.344679294,Million tonnes/yr,15.855616858506822
2011,Coal India,State-owned Entity,Lignite Coal,32.04691382,Million tonnes/yr,42.917551203085225
2011,Coal India,State-owned Entity,Sub-Bituminous Coal,385.8389056,Million tonnes/yr,779.0436470747345
2011,Coal India,State-owned Entity,Bituminous Coal,12.55349198,Million tonnes/yr,34.07192249859462
2011,Coal India,State-owned Entity,Metallurgical Coal,5.400688638,Million tonnes/yr,16.02177513482422
2012,Coal India,State-owned Entity,Lignite Coal,33.25065838,Million tonnes/yr,44.529618095997506
2012,Coal India,State-owned Entity,Sub-Bituminous Coal,400.331767,Million tonnes/yr,808.3060450282203
2012,Coal India,State-owned Entity,Bituminous Coal,13.02502561,Million tonnes/yr,35.351730325965455
2012,Coal India,State-owned Entity,Metallurgical Coal,5.603549031,Million tonnes/yr,16.623584240711075
2013,Coal India,State-owned Entity,Lignite Coal,34.00131674,Million tonnes/yr,45.53490736604317
2013,Coal India,State-owned Entity,Sub-Bituminous Coal,409.3695547,Million tonnes/yr,826.5541558047795
2013,Coal India,State-owned Entity,Bituminous Coal,13.31907526,Million tonnes/yr,36.149821956684676
2013,Coal India,State-owned Entity,Metallurgical Coal,5.730053322,Million tonnes/yr,16.998874030559605
2014,Coal India,State-owned Entity,Lignite Coal,36.34101204,Million tonnes/yr,48.66825098226063
2014,Coal India,State-owned Entity,Sub-Bituminous Coal,437.5390526,Million tonnes/yr,883.4309198163144
2014,Coal India,State-owned Entity,Bituminous Coal,14.23558617,Million tonnes/yr,38.637359985496666
2014,Coal India,State-owned Entity,Metallurgical Coal,6.124349193,Million tonnes/yr,18.168598894404212
2015,Coal India,State-owned Entity,Lignite Coal,39.61379135,Million tonnes/yr,53.051190144585334
2015,Coal India,State-owned Entity,Sub-Bituminous Coal,476.9427092,Million tonnes/yr,962.9904663011581
2015,Coal India,State-owned Entity,Bituminous Coal,15.51760693,Million tonnes/yr,42.11694256267129
2015,Coal India,State-owned Entity,Metallurgical Coal,6.675892538,Million tonnes/yr,19.804816799751038
2016,Coal India,State-owned Entity,Lignite Coal,40.74540388,Million tonnes/yr,54.56665709316927
2016,Coal India,State-owned Entity,Sub-Bituminous Coal,490.5671144,Million tonnes/yr,990.499372640519
2016,Coal India,State-owned Entity,Bituminous Coal,15.96088483,Million tonnes/yr,43.320060410534026
2016,Coal India,State-owned Entity,Metallurgical Coal,6.866596921,Million tonnes/yr,20.370563678797723
2017,Coal India,State-owned Entity,Lignite Coal,41.71819359,Million tonnes/yr,55.86942691441501
2017,Coal India,State-owned Entity,Sub-Bituminous Coal,502.2793223,Million tonnes/yr,1014.1473796851294
2017,Coal India,State-owned Entity,Bituminous Coal,16.34194829,Million tonnes/yr,44.354319618796694
2017,Coal India,State-owned Entity,Metallurgical Coal,7.030535776,Million tonnes/yr,20.856907485435542
2018,Coal India,State-owned Entity,Lignite Coal,44.6240628,Million tonnes/yr,59.76099635882787
2018,Coal India,State-owned Entity,Sub-Bituminous Coal,537.2654492,Million tonnes/yr,1084.7875341682845
2018,Coal India,State-owned Entity,Bituminous Coal,17.48024217,Million tonnes/yr,47.44380746184261
2018,Coal India,State-owned Entity,Metallurgical Coal,7.520245796,Million tonnes/yr,22.309689592980973
2019,Coal India,State-owned Entity,Lignite Coal,44.27465261,Million tonnes/yr,59.293062697432795
2019,Coal India,State-owned Entity,Sub-Bituminous Coal,533.0586154,Million tonnes/yr,1076.2935562447963
2019,Coal India,State-owned Entity,Bituminous Coal,17.3433704,Million tonnes/yr,47.07231844929413
2019,Coal India,State-owned Entity,Metallurgical Coal,7.461361635,Million tonnes/yr,22.135002835461442
2020,Coal India,State-owned Entity,Lignite Coal,43.83950752,Million tonnes/yr,58.71031199058653
2020,Coal India,State-owned Entity,Sub-Bituminous Coal,527.8195491,Million tonnes/yr,1065.7154075449614
2020,Coal India,State-owned Entity,Bituminous Coal,17.17291435,Million tonnes/yr,46.60967703172925
2020,Coal India,State-owned Entity,Metallurgical Coal,7.388029047,Million tonnes/yr,21.917453127684578
2021,Coal India,State-owned Entity,Lignite Coal,45.7814105,Million tonnes/yr,61.31092810743586
2021,Coal India,State-owned Entity,Sub-Bituminous Coal,551.1997012,Million tonnes/yr,1112.9220492205127
2021,Coal India,State-owned Entity,Bituminous Coal,17.93360112,Million tonnes/yr,48.67428668093589
2021,Coal India,State-owned Entity,Metallurgical Coal,7.715287185,Million tonnes/yr,22.88830270808531
2022,Coal India,State-owned Entity,Lignite Coal,51.685494,Million tonnes/yr,69.21773646164327
2022,Coal India,State-owned Entity,Sub-Bituminous Coal,622.5465012,Million tonnes/yr,1256.97769128356
2022,Coal India,State-owned Entity,Bituminous Coal,20.2522752,Million tonnes/yr,54.967490490610864
2022,Coal India,State-owned Entity,Metallurgical Coal,8.7197296,Million tonnes/yr,25.86809872812941
1924,ConocoPhillips,Investor-owned Company,Oil & NGL,0.7545,Million bbl/yr,0.30087792319222717
1925,ConocoPhillips,Investor-owned Company,Oil & NGL,1.334,Million bbl/yr,0.5319697144313201
1926,ConocoPhillips,Investor-owned Company,Oil & NGL,2.004,Million bbl/yr,0.7991509053376055
1926,ConocoPhillips,Investor-owned Company,Natural Gas,93.99309973,Bcf/yr,6.8511937306394115
1927,ConocoPhillips,Investor-owned Company,Oil & NGL,23.295,Million bbl/yr,9.289531107704349
1927,ConocoPhillips,Investor-owned Company,Natural Gas,103.2891206,Bcf/yr,7.528784320665558
1928,ConocoPhillips,Investor-owned Company,Oil & NGL,26.30989558,Million bbl/yr,10.491804826394642
1928,ConocoPhillips,Investor-owned Company,Natural Gas,113.5045281,Bcf/yr,8.273389361045862
1929,ConocoPhillips,Investor-owned Company,Oil & NGL,30.60279116,Million bbl/yr,12.20371669729125
1929,ConocoPhillips,Investor-owned Company,Natural Gas,124.7302507,Bcf/yr,9.091636663453635
1930,ConocoPhillips,Investor-owned Company,Oil & NGL,31.640638355,Million bbl/yr,12.617587218991025
1930,ConocoPhillips,Investor-owned Company,Natural Gas,137.0662095,Bcf/yr,9.990809515873257
1931,ConocoPhillips,Investor-owned Company,Oil & NGL,30.201146835,Million bbl/yr,12.043549818075952
1931,ConocoPhillips,Investor-owned Company,Natural Gas,150.6222083,Bcf/yr,10.978911560149946
1932,ConocoPhillips,Investor-owned Company,Oil & NGL,27.5958488675,Million bbl/yr,11.004614573863453
1932,ConocoPhillips,Investor-owned Company,Natural Gas,165.5189102,Bcf/yr,12.064737976744963
1933,ConocoPhillips,Investor-owned Company,Oil & NGL,26.229220254,Million bbl/yr,10.459633289562653
1933,ConocoPhillips,Investor-owned Company,Natural Gas,181.8889123,Bcf/yr,13.25795382003816
1934,ConocoPhillips,Investor-owned Company,Oil & NGL,27.4127932635,Million bbl/yr,10.931616045089141
1934,ConocoPhillips,Investor-owned Company,Natural Gas,199.8779256,Bcf/yr,14.569180021699564
1935,ConocoPhillips,Investor-owned Company,Oil & NGL,28.8149549725,Million bbl/yr,11.490767142482891
1935,ConocoPhillips,Investor-owned Company,Natural Gas,219.6460721,Bcf/yr,16.010087936814678
1936,ConocoPhillips,Investor-owned Company,Oil & NGL,30.727157004,Million bbl/yr,12.253311047004662
1936,ConocoPhillips,Investor-owned Company,Natural Gas,241.36931,Bcf/yr,17.59350322726888
1937,ConocoPhillips,Investor-owned Company,Oil & NGL,32.2021816165,Million bbl/yr,12.84151825981635
1937,ConocoPhillips,Investor-owned Company,Natural Gas,265.241,Bcf/yr,19.333520029965797
1938,ConocoPhillips,Investor-owned Company,Oil & NGL,30.3829005,Million bbl/yr,12.116029162353984
1938,ConocoPhillips,Investor-owned Company,Natural Gas,228.107,Bcf/yr,16.62680827426909
1939,ConocoPhillips,Investor-owned Company,Oil & NGL,30.3869411,Million bbl/yr,12.117640464324097
1939,ConocoPhillips,Investor-owned Company,Natural Gas,241.08025,Bcf/yr,17.57243353103088
1940,ConocoPhillips,Investor-owned Company,Oil & NGL,33.598,Million bbl/yr,13.398139779208018
1940,ConocoPhillips,Investor-owned Company,Natural Gas,254.0535,Bcf/yr,18.518058787792672
1941,ConocoPhillips,Investor-owned Company,Oil & NGL,41.7407425,Million bbl/yr,16.645285508153126
1941,ConocoPhillips,Investor-owned Company,Natural Gas,267.02675,Bcf/yr,19.463684044554462
1942,ConocoPhillips,Investor-owned Company,Oil & NGL,39.920455,Million bbl/yr,15.919395087195177
1942,ConocoPhillips,Investor-owned Company,Natural Gas,280,Bcf/yr,20.409309301316252
1943,ConocoPhillips,Investor-owned Company,Oil & NGL,43.65276,Million bbl/yr,17.407755825591423
1943,ConocoPhillips,Investor-owned Company,Natural Gas,295.8698088,Bcf/yr,21.56606585971607
1944,ConocoPhillips,Investor-owned Company,Oil & NGL,52.4160465,Million bbl/yr,20.90236078577496
1944,ConocoPhillips,Investor-owned Company,Natural Gas,311.7396175,Bcf/yr,22.722822410826858
1945,ConocoPhillips,Investor-owned Company,Oil & NGL,58.374415,Million bbl/yr,23.27842644501152
1945,ConocoPhillips,Investor-owned Company,Natural Gas,327.6094263,Bcf/yr,23.87957896922668
1946,ConocoPhillips,Investor-owned Company,Oil & NGL,116.6453925,Million bbl/yr,46.51560430131504
1946,ConocoPhillips,Investor-owned Company,Natural Gas,440.9314282699999,Bcf/yr,32.13966392940561
1947,ConocoPhillips,Investor-owned Company,Oil & NGL,122.2306,Million bbl/yr,48.7428616017758
1947,ConocoPhillips,Investor-owned Company,Natural Gas,470.249288,Bcf/yr,34.276654169699086
1948,ConocoPhillips,Investor-owned Company,Oil & NGL,133.226185,Million bbl/yr,53.12765786298668
1948,ConocoPhillips,Investor-owned Company,Natural Gas,503.4785652,Bcf/yr,36.69874915624901
1949,ConocoPhillips,Investor-owned Company,Oil & NGL,122.2099775,Million bbl/yr,48.7346378045975
1949,ConocoPhillips,Investor-owned Company,Natural Gas,517.94696517,Bcf/yr,37.75335647797358
1950,ConocoPhillips,Investor-owned Company,Oil & NGL,142.12446999999997,Million bbl/yr,56.6760972410815
1950,ConocoPhillips,Investor-owned Company,Natural Gas,753.8650999999999,Bcf/yr,54.949521419170374
1951,ConocoPhillips,Investor-owned Company,Oil & NGL,164.608795,Million bbl/yr,65.64234907723667
1951,ConocoPhillips,Investor-owned Company,Natural Gas,889.6965,Bcf/yr,64.85032518856612
1952,ConocoPhillips,Investor-owned Company,Oil & NGL,170.2127075,Million bbl/yr,67.87706551825849
1952,ConocoPhillips,Investor-owned Company,Natural Gas,906.9494999999998,Bcf/yr,66.107903093479
1953,ConocoPhillips,Investor-owned Company,Oil & NGL,176.0218775,Million bbl/yr,70.19363411344814
1953,ConocoPhillips,Investor-owned Company,Natural Gas,906.5535,Bcf/yr,66.07903849889573
1954,ConocoPhillips,Investor-owned Company,Oil & NGL,182.053465,Million bbl/yr,72.59889789151599
1954,ConocoPhillips,Investor-owned Company,Natural Gas,952.4165,Bcf/yr,69.42201047206095
1955,ConocoPhillips,Investor-owned Company,Oil & NGL,217.974595,Million bbl/yr,86.92345056629135
1955,ConocoPhillips,Investor-owned Company,Natural Gas,981.6759275,Bcf/yr,71.55474156430003
1956,ConocoPhillips,Investor-owned Company,Oil & NGL,237.84415,Million bbl/yr,94.84698992103453
1956,ConocoPhillips,Investor-owned Company,Natural Gas,1086.3713599999999,Bcf/yr,79.18603250832709
1957,ConocoPhillips,Investor-owned Company,Oil & NGL,250.9779275,Million bbl/yr,100.08445009050942
1957,ConocoPhillips,Investor-owned Company,Natural Gas,1163.84391,Bcf/yr,84.83303692015454
1958,ConocoPhillips,Investor-owned Company,Oil & NGL,247.98882,Million bbl/yr,98.89246008812597
1958,ConocoPhillips,Investor-owned Company,Natural Gas,1189.88141,Bcf/yr,86.73092045920106
1959,ConocoPhillips,Investor-owned Company,Oil & NGL,285.4154075,Million bbl/yr,113.81735593858612
